name,price,currency,description,ingredients,instruction_for_use,storage_instructions,country
Robinsons Lemon No Sugar (1L),159000,VND,A delicious and great tasting squash drink made with real fruit juices and absolutely no added sugar. A tasty and easy way to enjoy drinking more water and perfect for the whole family.,,,,
Robinsons Orange No Sugar (1L),159000,VND,"Robinsons uses real fruit in their beverages. This particularjuice includes naturally sourced fresh taste of Orange. Enjoy chilled as a light and tart refresher! Guess what? Your favorite beverage line also carries No Added Sugar! Just add 1 parts Robinsons, and 4 parts water for a refreshing drink!",,,,Orange
Robinsons Fruit&Barley Orange No Sugar (1L),159000,VND,A deliciously smooth squash drink made with a special blend of barley and real fruit juices with absolutely no added sugar. A tasty and easy way to enjoy drinking more water and perfect for the whole family.,,,,
Robinsons Fruit&Barley Peach No Sugar (1L),159000,VND,A deliciously smooth squash drink made with a special blend of barley and real fruit juices with absolutely no added sugar. A tasty and easy way to enjoy drinking more water and perfect for the whole family.,,,,
Robinsons Fruit&Barley Pink Grapefruit (1L),159000,VND,A deliciously smooth squash drink made with a special blend of barley and real fruit juices with absolutely no added sugar. A tasty and easy way to enjoy drinking more water and perfect for the whole family.,,,,
Robinsons Fruit&Barley Summer Fruits (1L),159000,VND,A deliciously smooth squash drink made with a special blend of barley and real fruit juices with absolutely no added sugar. A tasty and easy way to enjoy drinking more water and perfect for the whole family.,,,,
Boost Energy Cherry Burst Can (250ml),0,VND,"Carbonated Mixed  Cherry Flavour Drink with Taurine, Caffeine and B Vitamins, with Sugars and Sweeteners.",,,,Sugars
Boost Sport Tropical Berry Isotonic (500ml),0,VND,The performance enhancing Isotonic drink. Rehydrate. Refuel. Recharge.,,,,
Lucozade Energy Orange (380ml),83000,VND,"Lucozade Energy provides glucose, the brain and body's natural prepared energy source.",,,,
Lucozade Energy Original (380ml),0,VND,"Our refreshing Lucozade Energy Original, that classic tasting Lucozade. Powering your positivity.Lucozade Energy Original is a sparkling drink powered by glucose, offering refreshment with that great tasting, classic flavour.",,,,
Lucozade Sport Orange (500ml),103000,VND,Lucozade Sport Orange is a flavoured isotonic sports drink specifically formulated to provide carbohydrates and electrolytes to enhance hydration and help maintain performance during prolonged endurance exercise.,,,,
Lucozade Sport Raspberry (500ml),0,VND,"Unlock your body's potential with Lucozade Sport Unlock your body's potential with Lucozade Sport.Your performance partner for sports and exercise, Hydrate, perform, taste
 Lucozade Sport provides carbohydrates and electrolytes to:
 Enhance hydration during exercise",,,,
Monster Energy Can (500ml),102000,VND,"Carbonated energy drink with taurine, L-carnitine, caffeine, ginseng and B vitamins with sugars and sweetener.",,,,
Red Bull Energy Drink Can (355ml),99000,VND,"Red Bull Energy Drink's special formula contains ingredients of high quality: Caffeine, Taurine, B-Group Vitamins, Sugars, Alpine Water",,,,Taurine
John Hollows Ginger Beer 4% Btl (500ml),0,VND,A deliciously smooth and refreshing alcoholic ginger beer.,,,,
Bioitalia Apple Juice (750ml),150000,VND,"BioItalia Organic Apple Juice (750ml) with 100% Organic ingredients imported directly from Italy. The juice only uses apple as the main ingredient, absolutely no added sugar, preservatives or artificial flavors.",,,,Italy
Bioitalia Grape Juice (750ml),0,VND,The grape juice is rich in vitamins and minerals. Ideal at breakfast for a bigger intake of nutrients. Only grape with neither conservation agents nor additives or added sugars.,,,,
Bioitalia Apple & Blackcurrant (120g),49000,VND,"A smoothie natually rich in C vitamin, which has a powerful anti-oxidant effect and stimulates the immune system. Ideal for a snack and good both for  children and adults.",,,,
Bioitalia Plums (120g),49000,VND,"Plum are rich in beneficial properties: antioxidant, detoxing and purifying. Drinking this smoothie in the morning may favor your bowel habits, but it can be drunk at every moment of the day.",,,,
"Bioitalia Apple, Banana & Strawberry (120g)",49000,VND,Begin your day with the right charge and full of energy. Ideal also for those who practice sport. Only fruit with neither conservation agents nor additives or added sugars.,,,,
Bioitalia Apple (120g),49000,VND,"A complete fruit in which coexist, in a perfect balance, water, fibers, minerals and vitamins. In the context of a balanced diet, the apple can facilitate the digestion, it is useful to purify the organism and regulate the abosorption of sugar in the bloodstream . A smoothie that fosters asense of satiety: it can be consumed both as a snack and after a meal.",,,,
"Bioitalia Apricot, Carrot & Pumpkin (120g)",49000,VND,"An energetic mix, rich in Vitamin  A and beta carotene, fundamental substances for the well being of our organism, useful for our sight and skin. A smoothies that boasts of anti-oxidant properties, that help protect us against the free radicals, ideal for an energetic break.",,,,
"Bioitalia Apple, Kiwi & Spinach (120g)",49000,VND,"The ideal mix of fruit and vegetable to purify and protect the organism, thanks to the presence of C Vitamin. An excellent smoothie  to be used as a snack both for children and adults.",,,,
Le Fruit Guava/Dragon Fruit/Beetroot Nectar (1L),64000,VND,Guava Dragon Fruit Beetroot Nectar was a best-seller product of Le Fruit last year. Most of consumers prefer this product because of the special taste.,,,,
Le Fruit Guava/Dragon Fruit/Beetroot Nectar (250ml),37000,VND,Guava Dragon Fruit Beetroot Nectar was a best-seller product of Le Fruit last year. Most of consumers prefer this product because of the special taste.,,,,
"7Up Free, Lemon, Lime & Bubbles (330ml)",39000,VND,"Tasty Twist of Lemon and Lime Flavour, no sugar, low calorie carbonated soft drink.7UP Free is a crisp, clean & refreshing taste of sparkling lemon & lime.Enjoy great 7UP taste, free of sugar with only 7 calories per can. Ideal to enjoy alongside your favourite meal.Take a moment to refresh and feel good to be free; perfect for when you're on the go, in good company, or to sit back and relax after a long day.",,,,
Ben Shaws Bitter Shandy Classic Can (330ml),0,VND,Ben Shaws Bitter Shandy is a classic beverage made from real beer and lemonade. Perfect for youngsters who want to feel like grownups – and for grownups who want to reminisce on being youngsters!,,,,
Bottlegreen Elderflower Cordial (500ml),238000,VND,"The light, delicate taste of hand-picked elderflowers perfectly captures the essence of warm summer days and relaxing evenings. Simply dilute to taste with still or sparkling water.",,,,
Bottlegreen Ginger/Lemongrass Btl  (500ml),238000,VND,"Our aromatic Ginger & Lemongrass Cordial contains a blend of carefully selected, high quality ingredients, Free from artificial flavours, colours and preservatives, Non-alcoholic, Suitable for vegetarians",,,,
Bottlegreen Pomegra/Elderflower Btl (500ml),0,VND,"Exotic pomegranate and fragrant elderflowers come together to create a delicate, subtle, yet refreshing drink. Simply dilute with still or sparkling water to taste, or we think you'll find it's really quite lovely drizzled over vanilla ice cream.",,,,
Appletiser Sparkling Apple Juice (750ml),286000,VND,"Appletiser is made with gently sparkling 100% apple juice. 150ml officially counts as one of your 5-a-day, Appletiser makes any meal more Appletising.",,,,
Appletiser Sparkling Apple Juice (250ml),0,VND,"Appletiser is made with gently sparkling 100% apple juice. 150ml officially counts as one of your 5-a-day, Appletiser makes any meal more Appletising.",,,,
Le Fruit Sugar cane &Calamansi Juice (250ml),37000,VND,"Sugarcane & calamansi juice has the featured sweetness from sugarcane, in addition to a bit of gentle calamansi. You will experience a sense of pure sweetness in Vietnamese way.",,,,
Ligo Red Grape Juice (1L),74000,VND,"Ligo is a famous juice brand, 100% natural fruit juice - nutritious, with no added sugar, coloring or preservatives - the goodness of nature.",,,,
Ligo Apple Juice (1L),0,VND,"Ligo is a famous juice brand, 100% natural fruit juice - nutritious, with no added sugar, coloring or preservatives - the goodness of nature.",,,,
Ligo Pineapple Juice (1L),74000,VND,"Ligo is a famous juice brand, 100% natural fruit juice - nutritious, with no added sugar, coloring or preservatives - the goodness of nature.",,,,
Ligo Guava Juice (1L),0,VND,"Ligo is a famous juice brand, 100% natural fruit juice - nutritious, with no added sugar, coloring or preservatives - the goodness of nature.",,,,
Ligo Mix Fruit Juice (1L),74000,VND,"Ligo is a famous juice brand, 100% natural fruit juice - nutritious, with no added sugar, coloring or preservatives - the goodness of nature.",,,,
Monster Energy Punch (500ml),102000,VND,"Punch Monster is a new take on a classic. It’s sweet like the punch you mixed yourself as a kid, but with a little carbonation for a smooth finish.",,,,
Monster Pipeline Energy Punch (500ml),0,VND,"Banzai Pipeline, the world's most famous wave, on Oahu's fabled North Shore comes alive for just a few brief months every winter. In honour of this epic force of nature, we created Juice Monster Pipeline Punch.",,,,North
Monster Energy The Doctor (500ml),102000,VND,"We teamed up with Valentino, AKA ""The Doctor"" ™ to create our fastest Monster ever.",,,,
Monster Energy Ultra Zero Sugar (500ml),102000,VND,"This new Monster drink is a little less sweet, lighter-tasting, has zero calories, but with a full load of our Monster energy blend.",,,,Monster
Emerge Energy Original 250ml,39000,VND,Emerge is a great tasting energy drink specifically developed to energise your body when you need it most.,,,,
Volvic Touch Of Fruit Summer Fruits (1.5L),96000,VND,Volvic Touch of Fruit Summer Fruits water is a refreshing blend of Volvic Natural Mineral Water with a touch of natural Summer Fruits flavour.,,,,
Volvic Touch Of Fruit Strawberry (1.5L),96000,VND,"Still natural mineral water drink with natural flavourings, sugar and sweetener.",,,,
Volvic Touch Of Fruit Lemon & Lime (1.5L),96000,VND,"Still natural mineral water drink with natural flavourings, sugar and sweetener.",,,,
Orangina Orange Juice Can (330ml),0,VND,Perfect for treating yourself in places where glass can’t go.,,,,
Lipton Iced Tea Peach Can (330ml),0,VND,Perfectly infused with a unique blend of tea and peach essence for a delicious taste that refreshes your body and mind. Enjoy the taste of sunshine from Lipton Iced Tea.,,,,
AG Orange Juice (1L),0,VND,"Fruit juice products from Annam Gourmet brand are made from fresh and natural ingredients with a sweet, aromatic taste from fresh fruits.",,,,
AG Orange Juice (500ml),40000,VND,"Fruit juice products from Annam Gourmet brand are made from fresh and natural ingredients with a sweet, aromatic taste from fresh fruits.",,,,
AG Mixed Juice 1L,0,VND,"Fruit juice products from Annam Gourmet brand are made from fresh and natural ingredients with a sweet, aromatic taste from fresh fruits.",,,,
AG Mixed Juice 500ml,65000,VND,"Fruit juice products from Annam Gourmet brand are made from fresh and natural ingredients with a sweet, aromatic taste from fresh fruits.",,,,
DydoBlend Demitasse 34% Sugar Café Can 150g,0,VND,"This is newly released ""Demitas sweetness refrained sugar"".",,,,
Dydo Blend Demitasse Black Coffee Can 150g,0,VND,"This coffee is one of the most popular types of canned drinks, in Japan, sold from convenience stores to vending machines.",,,,Japan
Dydo Blend Milk & Mild M Coffee Can 250g,0,VND,Dydo Blend Milk & Mild Coffee is a canned instant coffee and milk made with 100% coffee. It is convenient to consume anytime anywhere.,,,,
Dydo Blend Milk Coffee PET Bottle (430ml),0,VND,Dydo Blend Rich Milk Coffee is a fine sugar coffee that uses 3 types of milk,,,,
Monster Mango Loco Can (500ml),102000,VND,Mango Loco is a heavenly blend of exotic juices certain to attract even the most stubborn spirit.,,,,
TH True Water (500ml),6000,VND,"From an old volcano in the midland and mountainous region of Nghe An, formed 2.6 million years ago with the name of Nui Tien, fresh clouds bring tropical rain to cool the pristine vegetation, penetrating deep into the mountains. Layers of olivine basalt volcanic rock, filter out dirt and impurities, forming a cool, natural source of groundwater.",,,,Nghe An
Nok Cha Won Citron Ade Ice Tea Bag (170ml),24000,VND,Natural sweet and sour taste from Citron to support skin beauty & stimulate digestion,,,,Citron
Yummy Panda Jelly Juice Lychee Flavor 150g,18000,VND,Yummy Panda Jelly Juice with 15% fruit juice brings rich nutrition and a fresh teste from combination of jelly and juice.,,,,
Yummy Panda Jelly Juice Mango Flavor 150g,18000,VND,Yummy Panda Jelly Juice with 15% fruit juice brings rich nutrition and a fresh teste from combination of jelly and juice.,,,,
Yummy Panda Jelly Juice Lime Flavor 150g,18000,VND,Yummy Panda Jelly Juice with 15% fruit juice brings rich nutrition and a fresh teste from combination of jelly and juice.,,,,
Yummy Panda Jelly Juice Passionfruit Flavor 150g,18000,VND,Yummy Panda Jelly Juice with 15% fruit juice brings rich nutrition and a fresh teste from combination of jelly and juice.,,,,
Alba Mineral Water PET(350ml),5000,VND,Natural mineral-rich source of healthy mineral water,,,,Alba
Alba Mineral Water PET (500ml),7000,VND,Natural mineral-rich source of healthy mineral water,,,,Alba
Alba Mineral Water PET (1.5L),16000,VND,Natural mineral-rich source of healthy mineral water,,,,Alba
Alba Sparkling Mineral Water PET(350ml),6000,VND,Natural mineral-rich source of healthy mineral water,,,,Alba
Alba Sparkling Mineral Water PET (500ml),8000,VND,Natural mineral-rich source of healthy mineral water,,,,Alba
TH True Water (350ml),5000,VND,"From an old volcano in the midland and mountainous region of Nghe An, formed 2.6 million years ago with the name of Nui Tien, fresh clouds bring tropical rain to cool the pristine vegetation, penetrating deep into the mountains. Layers of olivine basalt volcanic rock, filter out dirt and impurities, forming a cool, natural source of groundwater.",,,,Nghe An
Lipton Ice Tea Peach (1.5L),0,VND,"Refreshing drink with peach flavored tea extracts, with sugars and sweetener.",,,,
San Pellgrino Pomegranate&Orange Can (330ml),38000,VND,"The citrus fruits grow in the vast groves of southern Italy, in fertile soil enriched by Mt. Etna, enjoying the sunshine and gentle sea beeze.
They thrive on the beauty of this land and reflect all the goodness of nature enhanced by the typical Italian way of living, which is distinguished by authenticity, style, oy of life and conviviality.",,,,Italy
Ligo Orange juice 100% (1L),0,VND,"Ligo is a famous juice brand, 100% natural fruit juice - nutritious, with no added sugar, coloring or preservatives - the goodness of nature.",,,,
Bowmore 12 years Islay Single Malt Scotch Whisky 43% (700ml),1470000,VND,"Our signature distillery style of peat smoke, citrus and vanilla perfectly balanced of twelve years old. Savour subtle lemon and sweet heather honey, as the trademark peat smoke of Bowmore leads to a delicious, long and mellow finish.",,,,
Bowmore 18 years Islay Single Malt Scotch Whisky 43% (700ml),3800000,VND,"A masterful combination of ripe fruit, dark chocolate and Islay smoke. Cosseted away in the finest, hand-selected oak casks and allowed to mature at its own sedate pace, this is one of the most remarkable, perfectly balanced malts of its kind.",,,,
Courvoisier XO Cognac 40% 700ml,0,VND,"Consistently recognised as one of the finest XOs in the world, Courvoisier XO is a very old blend of fine and well-matured cognacs, delivering intense exotic flavours.",,,,
Roku Gin 43% 700ml,960000,VND,"Roku Gin 6 - crafted by Japanese artisans, Roku is a multi-layered, perfectly balanced gin combining both traditional and 6 uniquely Japanese botanicals: 
*Sakura flower 
*Yuzu peel 
*Sencha tea 
*Sansho pepper 
*Sakura leaf 
*Gyokuro tea",,,,
"Glen Grant Single Malt Scotch Whisky 12 years, 700ml",2425000,VND,"Glen Grant 12 Year Old is an outstanding single malt. With a bright yellow color and pleasant aromas of orchard fruit, almonds and citrus.",,,,
Le Fruit Tropical Juice (260ml),37000,VND,"Tropical juice is the combination of three kinds of fruit: mango, pineapple and passion fruit. You will experience a sense of balance in a very different way.",,,,
Le fruit Tropical Juice 1L,67000,VND,"Tropical juice is the combination of three kinds of fruit: mango, pineapple and passion fruit. You will experience a sense of balance in a very different way.",,,,
Preshafruit Fruit Juice Pink Lady Apple (350 ml),0,VND,"Break the seal and smell the aroma.It’s light, it’s fragrant, it’s Pink Ladies.The taste is pure.",,,,
Preshafruit Fruit Juice Apple Raspberry (350ml),0,VND,We give thanks to nature for combinations that compliment. The taste of Raspberry and Apple.,,,,
Preshafruit Fruit Juice Pink Lady (1L),0,VND,"Break the seal and smell the aroma.It’s light, it’s fragrant, it’s Pink Ladies.The taste is pure.",,,,
Chateau La Gurgue Margaux (750ml),0,VND,"2011 Château La Gurgue shows a lovely violet. These aromas reappear on the palate, the wine is structured with fine tannins.",,,,
Prunotto Barolo,0,VND,"The nose is complex and generous with pleasing aromas of rose petals, red fruit and spicy notes",,,,
Marques de Ceceres Gran Reserva Rioja (750ml),0,VND,"TASTING NOTES
Intense colour with ruby-red on the edge turning slightly brick-red. The bouquet combines stewed fruit, purple plums, balsamic notes and refined oak with a depth of clove. Nice body in the mouth where mature tannins delight with fresh, lively notes to give a silky fullness. Long-lasting flavours and superb potential for ageing.

DESCRIPTION
Harvest: 100% manual, parcel by parcel.
Malolactic fermentation in new oak barrels or in stainless-steel tanks, depending on the batches. Once this process has finalised, the wines are put into barrels for ageing with racking every 6 months.

INFORMATION DETAILS
ABV: 14%
Grape: 85% Tempranillo, 8% Garnacha tinta, 7% Graciano
Vintage: 2010",,,,
Allan Scott Pinot Noir (750ml),849000,VND,"The wine expresses aromas of spice, blackcurrant and dark Ghana chocolate and cocoa beans. Together with flavoursome and long-lastingness on palate it will bring up the notes of jam, black tea and cherries.",,,,Ghana
Alta Vista Premium Cabernet Sauvignon (750ml),809000,VND,"Red color with violet and ruby hues. It is complex and intense in the nose, with hints of herbs -characteristic of this variety- and reminiscent of green bell pepper.",,,,750ml
Alta Vista Premium Malbec (750ml),809000,VND,"Deep red color with ruby hues. Intense in nose, with ripe red fruit aroma. It is round, silky and has great concentration in mouth.",,,,
Arzuaga La Planta Ribera Del Duero (750ml),725000,VND,"The dark ruby color of the wine perfectly well expresses the style of this high in tannins, well-bodied powerful wine, with the aromas of tobacco, vanilla and dark berries, ripe plum and red cherries",,,,
Arzuaga Pago Florentino (750ml),910000,VND,"Clean and bright wine with a close color with purplish rims and nuances. Silky and friendly on the palate, with great intensity and long lasting in time.",,,,
Bellingham Pinotage (750ml),788000,VND,"Hints of ripe and juicy raspberry, strawberry and black cherry flavours are supported by well-integrated oak spice on the palate with an exciting tannin structure.",,,,
BPR Bordeaux White (750ml),0,VND,"bright yellow glossy color. Initial aromas of light fruits such as peach and mirabelle plums, white flowers reminiscent of jasmine convince in the bouquet. The finale is just as fresh as its bouquet.",,,,
Mouton Cadet Reserve Graves white,0,VND,"From a fresh and round attack with a hint of lemon, the mid-palate reveals broom and white blossom notes, leading into a mineral finish.",,,,
Mouton Cadet Reserve Sauternes (375ml),0,VND,"The nose opens on yellow stonefruit aromas, such as peach and apricot, and a refreshing hint of verbena, joined with airing by a touch of toast.",,,,
Mouton Cadet Reserve Sauternes (750ml),0,VND,"pale gold to coppery gold through straw yellow; flowers, fresh fruits, exotic fruits but also spicy notes. The young syrupy whites are delicious, they are slightly jammy but still retain some acidity.",,,,
Charles de Fere Blanc de Blancs Brut (750ml),0,VND,"This pale and light gold color wine brings white fruit aromas with solid fine bubbles. The palate is elegant, long–lasting and well-balanced.",,,,
Chateau Bouteilley Cotes de Bordeaux (375ml),0,VND,"Extremely round, supple palate. Very well-balanced with a long finish.",,,,
Chateau Cap de Fer (750ml),0,VND,Vibrant gamet-red hue. good full attack flowing into spicy flavours. Powerful and harmonious.,,,,
Chateau Haut Saint Brice (750ml),1199000,VND,"The wine is very dark in purple colour. The nose is empowered by scents of ripe, nearly jammy fruit. On the palate, the wine is dominated by medium-bodied fruitiness with smooth and silky tannins, that lead to a long and wonderful fine finish.",,,,
Chateau Haut Serre (750ml),0,VND,"Very dark color with carmine highlights and a wonderfully complex and powerful bouquet of morello cherry, blackcurrant",,,,
Chateau Los Boldos Cabernet Sauvignon (750ml),0,VND,"The dark ruby color with purple hues. The nose strongly expresses the aromas of black fruits, blackcurrant, redcurrant and blueberries.",,,,
Chateau Los Boldos Cabernet Sauvignon Vieilles Vignes (750ml,1628000,VND,"Intense and ripe fruits such as blackberries, black currants and raspberries, with notes of smoke, tobacco and leather. A balanced wine of great body and structure, with a long, persistent and elegant ending.",,,,
Chateau Los Boldos Chardonnay (750ml),0,VND,"Bright pale yellow with green hues. The wine has aromas of apricots, tropical fruit and pears. Lively and fresh acidity complements the wine’s persistent fruitiness and elegant finish.",,,,
Chateau Los Boldos Merlot (750ml),0,VND,"The wine is bright ruby-red in colour, with aromas of sour cherries, blackberries, blackcurrants and a touch of vanilla. The palate expresses the a medium dry body with low and smooth tannins.",,,,
Chateau Los Boldos Sauvignon Blanc (750ml),504000,VND,A bright and crisp wine shows the green apple and floral notes that are followed by refreshing bright acidity.,,,,
Chateau Pas De L'Ane (750ml),0,VND,"Full and rich fruits, aromas of Cassis and black fruits. Tannic body with jammy pomegranate, blackberry and rose, tea.",,,,
Culemborg Chenin Blanc (750ml),293000,VND,"Highly acidic and refreshing wine expresses the notes of honey, pears, apples and melon, together with tropical fruits, such as lichee and pineapple",,,,
Jean-Louis Cuvee Brut (750ml),0,VND,"Pale golden color, this wine has delicate bubbles and the developed aromas of white fresh fruits such as pear, apple. A clean fresh attack.",,,,
Deakin Cabernet Sauvignon (750ml),385000,VND,"Blackcurrant, plum, ripe berries, hints of chocolate, vanilla and spice.",,,,
Deakin Chardonnay (750ml),385000,VND,"Taste: White peach, pear, hints of citrus",,,,
Deakin Merlot 13.5% (750ml),0,VND,"From cherry and blueberry to fruitcake and herbal notes. The palate is soft but still structured, with cherry and chocolate flavours to the fore",,,,
Deakin Sauvignon Blanc (750ml),0,VND,"Taste: Lively tropical fruit, gooseberry, hints of lime.",,,,
Deakin Shiraz (750ml),385000,VND,"Deakin Estate Shiraz has a fruity taste with notes of jam, a hint of pepper that goes well with the interwoven wood in the taste",,,,750ml
Prunotto Fiulot Barbera D'Asti (750ml),0,VND,"Wild raspberry, fresh cherry and dried thyme. Sweetly red fruited with notes of raspberry, crunchy cherry and red licorice.",,,,Asti
Georges Duboeuf Beaujolais Villages (750ml),0,VND,"The wine is powerful in its strong fruity and floral aromas. The medium acidity smoothly rolls in the mouth and develops additional aromas and tastes of blackcurrant, raspberries and light hints of bananas.",,,,
Georges Duboeuf Cabernet Sauvignon (750ml),0,VND,"Dark cherry colour with purplish hues. The nose carries a complex yet delicate bouquet withof red and black berry aromas. Fine tannins, well balanced complete wine. complete. ...",,,,750ml
Georges Duboeuf Chardonnay (750ml),450000,VND,"This wine has a deep crimson colour and offers a range of aromas from dark berries, cherries to spices and liquorice. Well-rounded tannins, complex and long-lasting finish",,,,
Georges Duboeuf Cuvee Red (750ml),0,VND,"A pale, golden straw colour. Powerful notes of pears, figs and tropical fruits, pineapple and hazelnut. delicate and lively on the palate,",,,,
Georges Duboeuf Cuvee Rose (750ml),0,VND,Beautiful pink color of the wine is complemented by vibrant notes of tart field strawberries and orange zest.,,,,
Georges Duboeuf Cuvee White (750ml),0,VND,"The light and flavoursome wine is bright and clear in color, with smooth acidity and elegant aromas of pears, apples and",,,,
Georges Duboeuf Macon Villages (750ml),842000,VND,"A bright golden colour, this Mâcon-Villages reveals elegant, fresh aromas dominated by white blossom with a scent of honey and lime blossom on the finish. We recommend to taste this wine at 12 °C.",,,,Macon
Georges Duboeuf Merlot (750ml),0,VND,"A cherry red colour, the wine brings the aromas of red berry on the nose. Full-bodied and aromatic, with fine, fruity tannins. wine at 14-15 °C.",,,,
Georges Duboeuf Pinot Noir (750ml),450000,VND,"Full-bodied and hearty, it reveals fresh fruit aromas, such as Morello cherries. Its silky tannins and length make it a very well-balanced wine.",,,,
Georges Duboeuf Syrah (750ml),0,VND,"The wine is dominated by red and black berry, raspberries, blackcurrants and bilberries aromas which are supported by rich and empowering tannins.",,,,
Gustave Lorentz Gewurztraminer (750ml),1017000,VND,"It’s fresh and supple, complex and rich, with an impressive structure. Tastes of exotic fruits and spices with a ginger finish",,,,
Gustave Lorentz Riesling (750ml),855000,VND,"An expressive and refined nose filled with citrus and white flower aromas. It has a lively attack, refreshing acidity, great structure and a clean, dry finish",,,,
Henschke Keyneton Estate Euphonium 14% (750ml),0,VND,"An intense nose of ripe mulberry, plum, blue and black berry fruits and anise, floral violet notes and hints of cassis, sage and pepper spice. The beautifully balanced palate shows layers of sweet, concentrated fruit and texture, with fine -grained tannins for a long and elegant finish.",,,,
Jacques Picard Champagne (750ml),0,VND,"Golden pale yellow color, with brilliant shades of silver, this wonderful sparkling is elegant and smooth on the palate, showing strong brioche and creamy notes, supported by apple scents and light fruitiness.",,,,750ml
Jim Barry Cover Drive Cabernet Sauvignon 14% (750ml),846000,VND,The palate is lively with bright red berries and dark cherry fruit. The wine has an even pull through the palate with fine tannins and a moreish finish.,,,,Sauvignon
Joseph Drouhin Cote de Nuits-Villages (750ml),0,VND,"Intense aromas of wild cherry, liquorice and mild spices, evolving towards notes of undergrowth and mushroom. On the palate, excellent balance between tannin, acidity and gras (velvety texture).",,,,gras
Joseph Drouhin Laforet Chardonnay (750ml),1289000,VND,It is a very homogeneous vintage. It is ripe and its aromatic structure is supported by its acidity balance.,,,,
Joseph Drouhin Pouilly-Fuisse,2529000,VND,"It is ripe and its aromatic structure is supported by its acidity balance. From charming to more intense, deep and complex.",,,,
Joseph Drouhin Rully White 13% 750ml,0,VND,"The aromas are fresh and fruity, with nuances of broom shrub (genêt), almond and delicious preserved citrus notes. On the palate, it is fresh and elegant.",,,,
Louis Roederer Brut Premier (750ml),0,VND,"In the mouth, the wine has structure, richness and length. It is a full, complex wine that is both modern and powerful",,,,
M.Chapoutier Belleruche Cote du Rhone Red (750ml),615000,VND,"The wine is deep garnet on the appearance, with intense dark fruit aromas on the nose, that is counterbalanced by the white pepper scent and is supported by sooth and velvet tannins.",,,,Rhone
M.Chapoutier Chateauneuf de Pape La Bernardine (750ml),2429000,VND,Intense crimson-red. Opening into spicy (liquorice) and fruity aromas.,,,,
M.Chapoutier Cote Rotie Les Becasses (750ml),0,VND,"Deep purplish red. A touch of black olive and “tapenade”, rose winemary. Ample and deep, woody, spicy and vanilla final.",,,,
M.Chapoutier Crozes Hermitage Les Meysonniers Org 13% (750ml),1081000,VND,"Red fruits, blackcurrant and raspberry, followed by violet aromas. Ample and round, final of stewed fruits and vanilla.",,,,
M.Chapoutier Gigondas Red (750ml),0,VND,Floral then spicy (pepper) notes on entry. The wine displays a superb tannic structure and lovely long-lingering flavours.,,,,
M.Chapoutier Chante-Alouette Hermitage Blanc Org 13.5% (750ml),0,VND,"Brilliant and green gold. Frank attack, without aggressiveness, final of almond, very elegant and good length.",,,,
M.Chapoutier Hermitage Monier de La Sizeranne 13.5% (750ml),0,VND,"Aromas of red fruit (rapberry, blackcurrant), with a hint of liquorice. Good attack, round and elegant wine with concentrated and gentle tannins.",,,,750ml
Antinori Marchese Chianti Classico Riserva (750ml),0,VND,The palate is supple and balanced and the toasty and fruity sensations linger on a fragrant and persistent finish.,,,,
Marques de Caceres Crianza Red (750ml),0,VND,"The wine is perfectly structured and balanced. It is crimson red on the appearance,with deep purple hues. The nose opens with rich and juicy red berries and red fruits, that are complimented by sweet vanilla scent, light leathery notes and a hint of tobacco.",,,,Caceres
Marques de Caceres Crianza Magnum (1.5L),0,VND,Full-bodied on the palate with a background of ripe fruit and smooth elegant tannins. A long silky aftertaste.,,,,Caceres
Nautilus Sauvignon Blanc (750ml),925000,VND,The palate introduces a delightful lime/citrus based mouth-watering intensity and finishes with a strong textural component.,,,,
Nicolas Feuillatte Brut Reserve Particuliere 12.5% (750ml),0,VND,"The wonderful and festive champagne is, fresh and vibrant, with intense and expressive aromas of fruits, such as apricots and pears with constant delicate bubbles, gradually unleashing their true character over time.",,,,
Oxford Landing Cabernet Shiraz (750ml),0,VND,"Subtle notes of blackcurrant and tobaco leaf blend into the dominance of blackberry and plums aromas. Overall palate is an elegant, silky texture of fruit sweetness, while layered the mid-palate with blackberry and spices. Finishing with a note of soft tannins",,,,
Oxford Landing Chardonnay (750ml),0,VND,"Delicate and elegant taste, which carries a strong aromas of yellow peach, with hints of lemon myrtle and wild honey. While the creaminess is counterbalanced by the presence of the the deeply developed oaky scent",,,,
Oxford Landing Shiraz (750ml),365000,VND,"The wine develops solid and pleasing aromas of fresh plum counterbalanced by subtle vanilla oak with hints of violets and floral aromas. The palate is smooth with blueberry and plum taste, complemented by soft, rounded tannins with hints of milk chocolate and spices.",,,,
Pascal Jolivet Attitude Pinot Noir 13% (750ml),990000,VND,"Deep ruby colored wine expresses delicate flavors of red fruits, cherries and blackcurrants with mild spiciness, with stylish and lasting finish.",,,,
Pascal Jolivet Attitude Sauvignon Blanc 12.5% (750ml),0,VND,"The minerality gives a long finish to the wine, a smoothness and elegance – characteristics of all of Pascal Jolivet’s wines",,,,
Pascal Jolivet Pouilly Fume (750ml),1766000,VND,"On the palate the wine is medium in body, incredibly precise and layered with clean, driving acidity.",,,,
Pascal Jolivet Sancerre White 12.5% (750ml),0,VND,"The Pascal Jolivet Sancerre is fresh, clean and screaming with racy acidity. On the palate it is fresh and tightly wound; acidity is tempered by very subtle residual sugar; very clean; alive, racy, youthful.",,,,
