name,price,currency,description,ingredients,instruction_for_use,storage_instructions,country
Rauch - Happy Day Orange Juice (1L),0,VND,"Rauch is a premium fruit juice brand From Austria & now is one of the leading fruit juice company in Europe with more than 100 years of history.
  Rauch - Happy Day stands for a unique taste experience of highest quality. The wide range of product take you through a joyride of different flavors. From classics like Orange or Apple to exotic one like Pink Guava, Strawbery, Cherry, Cranberry. Rauch - Happy Day is also carries V-label & 100% vegan.",,,,Austria
Rauch - Happy Day Strawberry Juice (1L),105000,VND,"Rauch is a premium fruit juice brand From Austria & now is one of the leading fruit juice company in Europe with more than 100 years of history.
  Rauch - Happy Day stands for a unique taste experience of highest quality. The wide range of product take you through a joyride of different flavors. From classics like Orange or Apple to exotic one like Pink Guava, Strawbery, Cherry, Cranberry. Rauch - Happy Day is also carries V-label & 100% vegan.",,,,Austria
Heritage Blonde Ale Beer Bottle (330ml),0,VND,"With its bright, refreshing and flavorful colors, Heritage Blonde Ale is the perfect beer for a day on the beach or an evening with friends. Brewed with the king of fragrant hops, gives a mild pungent, floral and fruity flavor to a great beer.
Type: Golden Beer 
5 % ABV - 18 IBU",,,,
Sunset Tangerine Beer Bottle (330ml),0,VND,"A combination of Pilsner and Wheat Malts with a classic Hop that add hints of floral and spice. 
It then gets a hefty addition of fresh local Tangerines that deliver a beautiful refreshing fragrance and citrus blast.                                                      
Type: Wheat beer   4.2% ABV - 14 IBU",,,,Sunset
San Miguel Light Beer Can 5% (550ml),27000,VND,"A light, low-calorie beer with a mellow taste and signature aroma. The low calorie content makes San Mig Light easy to drink, less bloated, and gentle on the stomach. It is the perfect choice for moments of comfortable beer drinking, enjoying fun with friends, 5 degree alcohol content.",,,,San Miguel
Saigon Cider Apple & Ginger Cider 4.7% (330ml),68000,VND,"Quality ingredients + hygeinic processes = Long shelf-life
A glass of Cider delivers the same amount of Antioxidants as a glass of red wine, which is recognized as having many health benefits.
Unlike beer, cider won’t leave you feeling sleepy and bloated, in fact a cold cider can leave you feeling light & refreshed.
Cider can be an excellent source of vitamin C
Environmentally friendly, do not use plastic in any product packaging",,,,Antioxidants
Fiji Natural Mineral Water (500ml),36000,VND,"Fiji's distinctive taste has been established over the years. It takes a long time for tropical rains to seep through ancient volcanic rocks and absorb natural silica, the mineral that makes Fiji's signature soothing taste. The water sourced from the groundwater circuit is deep in the ground, Fiji water is not affected by humans, until the customer opens the lid.",,,,Fiji
Fiji Natural Mineral Water (1L),65000,VND,"""FIJI groundwater circuit explored on Fiji Islands in Viti Levu,
 with a unique mineral content and rich in electrolyxins""",,,,Fiji
Yona Yona Ale Beer ABV5.5% (350ml),0,VND,"Yona Yona (""every night"" in Japanese) Ale is a American Pale Ale (APA) style beer brewed by Yo-Ho Brewing Company in Nagano-ken Kitasaga-gun, Japan. It is brewed with a generous amount of premium Cascade hops. Its uniqueness have been attracting a popularity among Japan’s beer fans and made it into the most renowned craft beer in Japan.
Not only is it rich in citrus flavor but also the balance of bitter and sweet taste will make you want to sip and enjoy this beer every night.",,,,Japan
Cider Maeloc Pina & Pera 330ml,0,VND,Maeloc Sidra Pina & Pera is a great choice for beer with fermented apple juice flavored with pineapple aroma. The delicate sweetness from the apple combines a little sweetness and a sour taste of pineapple.,,,,
1906 Reserva Especial Beer Bottle (330ml),46000,VND,"Beer is the impressive combination of hops & malt, in which the aromatic roasted malt flavor stands out. 1906 possesses a beautiful amber brown yellow, adorned with a smooth white foam to create a distinct character for beer.",,,,
Estrella Galicia Cerveza Especial 5.5% (330ml),46000,VND,"Estrella Galicia Cerveza Especial is known as a beautiful and extremely attractive lager line with smooth and thick foam, Estrella Galicia beer has the flavor of barley and malt and possesses gentle, pure flavor smoothness of the same dried fruits. Beer with a neutral and mild palate flavor, these Estrella Galicia flavors have a strong appeal to the user. It takes brewers about a month a month to do it, half of this time is spent on cold storage, so beer conquers many consumers.",,,,
Kronenbourg 1664 Red Fruits Beer (6x250ml),0,VND,"The beer has a bright ruby red colour, a promise of an intense flavour.",,,,
Icelandic Glacial Water (500ml),0,VND,The 500ml case includes 24 PET bottles. Always a popular size as it is provides enough water to keep you well hydrated in addition to being small and light enough to carry easily.,,,,
VOSS Artesian Pure Natural Mineral Water (500ml),0,VND,"VOSS Artesian is a premium natural mineral water from Norway, known for its luxurious bottle design and crisp, clean taste. Sourced from the pure underground water of Vatnestrom, VOSS offers an exceptional refreshing experience for those who appreciate elegance and high quality.",,,,Norway
La Bete 8% Beer (330ml),0,VND,"The Beast was born in 2008, at a time when the term ""craft beer"" was not yet heard everywhere. Its creator wanted to create a beer to his taste, original and character that he could not find despite his peregrinations.",,,,
Mort Subite Witte Lambic 5.5% Beer (330ml),0,VND,"A rare sort of light fruity Belgian lambic, prepared according to the original old recipe. The drink is a young and unfiltered unpasteurized beers natural fermentation, brewed from hops 3-year exposure, barley malt (60%) and unmalted wheat (40%) with the addition of chopped dried apricots, peel and coriander. Period main fermentation takes to h months. Maturation and subsequent exposure are carried out over 3 years in wooden barrels of wine.",,,,
Jade Amber 4.5% Organic Beer (6x250ml),0,VND,First organic beer brewed in France since 1986,,,,France
Fischer Amber 6.3% (660ml),0,VND,"Fischer Doreleï is an Alsatian amber beer that offers a beautiful balance between a sweet bitterness and subtle notes of caramel, honey and spices",,,,
Pocari Sweat Supply Drink Bottle(350ml),13000,VND,"POCARI SWEAT is a healthy drink by replenishing water and ion which body consumes every day. With the correct water and ion content, POCARI SWEAT provides quick and exactly what the body needs. When it comes to rehydration, POCARI SWEAT helps quenche the thirsty, which is the right choice for health.",,,,POCARI
Saigon Cider Original Apple Cider 4.7% (330ml),0,VND,"Quality ingredients + hygeinic processes = Long shelf-life
A glass of Cider delivers the same amount of Antioxidants as a glass of red wine, which is recognized as having many health benefits.
Unlike beer, cider won’t leave you feeling sleepy and bloated, in fact a cold cider can leave you feeling light & refreshed.
Cider can be an excellent source of vitamin C
Environmentally friendly, do not use plastic in any product packaging",,,,Antioxidants
Contrexeville Contrex Mineral Water EAU Pet (1.5L),0,VND,"If Contrex ® natural mineral water is so famous, it is thanks to its unique minerality recognized by the Academy of Medicine for more than 100 years . Discovered and springing up in the heart of the Vosges, its original purity and its natural richness in minerals make it an ally of choice for taking care of your body by helping it to recharge in Calcium and Magnesium.",,,,Vosges
Belgo Fullmoon 10%,0,VND,"Dark ale made of 8 spices offering herbal bouquet flavors, consistent with the aromas and intensely rising through the palate, followed by a long lasting sweet mouthfeel and enhanced by a light cookie taste. Warm finish, lingering delicately. Well balanced while complex, this unique and mysterious beer is exclusively brewed at night while the moon is full",,,,
Belgo Session IPA ABV 4.9% Bottle (330ml),55000,VND,"Session IPA is a low alcohol but a full
IPA taste beer. Using 5 different hops
to create a tropical and citrus fruit
taste, combined with a typical
malt sweetness to optimise and round
the bitterness",,,,
Belgo Royale ABV 10% Bottle (330ml),70000,VND,"""Top fermented abbey style beer with a natural haze and creamy head. Robust and balanced flavours with notes of ripe pineapple, peach, banana and delicate spices bouquet""",,,,
Hoegaarden Rosee Beer Bottle (248ml),0,VND,Hoegaarden Rosee is inspired by the tradition of drinking beer with jars. The fruit flavor remaining in the bottle gives the beer a distinctive flavor and aroma,,,,
Hoegaarden Rosee Beer Can (330ml),0,VND,Hoegaarden Rosee is inspired by the tradition of drinking beer with jars. The fruit flavor remaining in the bottle gives the beer a distinctive flavor and aroma,,,,
Coco Max Coconut Water 100% (1L),0,VND,"Made of 100% pure coconut water, Cocomax is filled with wholesome goodness from nature, yielding the best source of vitamins and minerals to refuel and revitalize what your body needs, along with all the richness of potassium and manganese.",,,,
Doi Khum Strawberry Juice (1L),0,VND,Perfect combination resulting in a sweet and unique sour flavored juice from Doi Kham. Rich in values ​​from vitamin A and vitamin C. Ready to provide high calcium.,,,,
Doi Khum Lychee Juice (1L),0,VND,"Hong Huay Lychee Choose to use only the harvested bunch. In order to keep fresh, juicy, sweet and put into the production process within a short time",,,,
Doi Khum Mixed Berry Juice (1L),0,VND,Perfect combination resulting in a sweet and unique sour flavored juice from Doi Kham. Rich in values ​​from vitamin A and vitamin C. Ready to provide high calcium.,,,,
Doi Khum Tomato Juice (1L),98000,VND,"Tomato fruit from the royal initiative to generate sustainable income for farmers in the wilderness, creating a ""tomato route"" on the Mekong River Basin. In the northeast region of Thailand, the Royal Factory has carefully selected high quality tomatoes that are bright red in color to get a good taste of tomato juice. Full of tomato flavor",,,,Thailand
Doi Khum Mango Juice (1L),0,VND,"Mango juice is full of High Vitamin A and B1. Vitamin A which maintains healthy vision.
Vitamin B1 helps the nervous system function properly and is needed for good brain function",,,,Mango
Budweiser Budvar Beer Mini Keg (5L),0,VND,"Budweiser Budvar uses pure mineral water taken from self-contained wells and especially the traditional fermentation time is exactly 90 days, never shortened, without adding chemicals to accelerate chemical reactions in the entire brewing process.",,,,
Budweiser Budvar Black Beer bottle (330ml),48000,VND,"Budweiser Budvar uses pure mineral water taken from self-contained wells and especially the traditional fermentation time is exactly 90 days, never shortened, without adding chemicals to accelerate chemical reactions in the entire brewing process.",,,,
Budweiser Budvar Beer Can (330ml),45000,VND,"Budweiser Budvar uses pure mineral water taken from self-contained wells and especially the traditional fermentation time is exactly 90 days, never shortened, without adding chemicals to accelerate chemical reactions in the entire brewing process.",,,,
Budweiser Budvar Beer Can (500ml),57000,VND,"Budweiser Budvar uses pure mineral water taken from self-contained wells and especially the traditional fermentation time is exactly 90 days, never shortened, without adding chemicals to accelerate chemical reactions in the entire brewing process.",,,,
San Pellegrino Aranciata Rossa-Red C24 (200ml),33000,VND,"The citrus fruits grow in the vast groves of southern Italy, in fertile soil enriched by Mt. Etna, enjoying the sunshine and gentle sea beeze.
They thrive on the beauty of this land and reflect all the goodness of nature enhanced by the typical Italian way of living, which is distinguished by authenticity, style, oy of life and conviviality.",,,,Italy
I-on Life Water (300ml),0,VND,"i-on Life is extracted from Long An natural groundwater and electrolyzed by Japan advanced technology, pH 8.5-9.5 (non-chemical). This ion alkaline water helps neutralize excess stomach acid and support digestion. i-on Liffe is proud of Vietnam Value.",,,,Japan
I-on Life Water (1.25L),0,VND,"i-on Life is extracted from Long An natural groundwater and electrolyzed by Japan advanced technology, pH 8.5-9.5 (non-chemical). This ion alkaline water helps neutralize excess stomach acid and support digestion. i-on Liffe is proud of Vietnam Value.",,,,Japan
Chill Kombucha Original (330ml),80000,VND,"Chill kombucha is crafted with organic, high quality ingredients and loaded with vitamins, essential minerals, living probiotics.",,,,
Chill Kombucha Apple (330ml),80000,VND,"Chill kombucha is crafted with organic, high quality ingredients and loaded with vitamins, essential minerals, living probiotics.",,,,
Hangover cure drink M9 (100ml),44000,VND,"Special formula combines Milk Thistle extract (Sylimarin) and Hovenia Dulcis Extract can helps strengthen liver function. Clear heat, cool the liver, detoxify the liver, support liver protection due to drinking many types of alcohol, drugs harmful to the liver.",,,,
Coca Cola Original-Less sugar (1.5L),20000,VND,Coca-Cola Less sugar (1.5L),,,,
Belgo Wit Bottle (330ml),55000,VND,"This refreshing beer will charm you with its unique character. Brewed with kumquat, lime, cumin, and a careful selection of hops and malts to create the perfect balance between the fruitiness and tartness. This is the perfect thirst-quencher on a hot day",,,,
Le Fruit Kids Tropical Juice (220ml),0,VND,"Tropical juice is the combination of three kinds of fruit: mango, pineapple and passion fruit. You will experience a sense of balance in a very different way.",,,,
Le Fruits Sports Coconut Water Lime (220ml),0,VND,"With nickname is ""MOTHER NATURE’S SPORTS DRINK"". It is a refreshing drink with a perfect electrolyte balance to replenish lost salts due to dehydration in the sweltering summer heat. Besides being a thirst quencher, coconut water provides an array of health benefits like prevention of muscle cramps thanks to an excellent source of potassium and a good source of calcium and magnesium. Coconut water is a natural alternative to artificial sport drinks, with initial evidence indicating efficacy about maintaining hydration.",,,,
Le Fruit Sports Sugarcane & Calamansi (220ml),0,VND,"Sugarcane juice is a natural drink popular in most tropical regions and is considered as an excellent energetic drink for SPORT
The main component of sugar cane juice is the carbohydrates (15%) represented by sucrose. The natural supply of sucrose gives your body the right amount of energy.",,,,
Cortesa Premium Lemon (200ml),0,VND,The natural lemonade with Italian lemon juice ideal for fresh and distinctive cocktails; recommended for the signature variant of Le Pimm's or for an excellent Gin Lemon.,,,,
Star Kombucha Pomegranate Purity (240ml),29000,VND,"In pomegranate contains many antioxidants, vitamin C, Star Kombucha Red Pomegranate has the effect of beauty, strengthening the immune system and protecting health.",,,,
Star Kombucha Pink Guava (240ml),29000,VND,"Guava is delicious typical of the West and has a very high nutritional value, contains a lot of fiber, vitamins C, A, zinc, potassium and manganese ... mixed with the sour taste of Kombucha will bring a delicious taste. unique and irresistible, is Star Kombucha Pink Guava.",,,,West
Star Kombucha Peach Paradise (240ml),29000,VND,"Oranges and peaches have been proven to contain many healthy minerals and nutrients and are especially rich in Vitamin A and vitamin C. Along with a refreshing taste, Star Kombucha Orange Peach is the perfect immune system booster, protect the health of the whole family",,,,
Star Kombucha Golden Ginger (240ml),0,VND,"Not only losing weight and preventing flu, Star Kombucha Golden Ginger helps warm your body when it's raining and cold or soothes the spirit after tired working hours.",,,,
Star Kombucha Mango Kiwi (240ml),29000,VND,"A blend of Mango and Kiwi puree combined with Kombucha for a delicious taste, refilling you with the nutrients and energy you need every day.",,,,Mango
Star Kombucha Strawberry sunshine (240ml),29000,VND,"The delicious taste of Strawberries, when complemented with rosemary, creates the unique flavor of Strawberry Star Kombucha, which will leave you feeling uplifted and energized every morning.",,,,
Star Kombucha Pure Passion Fruit (240ml),0,VND,The Piceatannol in Passion fruit helps inhibit the aging process and this is the reason why Star Kombucha Passion fruit helps you nourish beautiful and healthy skin.,,,,
Star Kombucha Blueberry Bliss (240ml),0,VND,"Blueberry is a small berry fruit, however it contains the highest antioxidant content of any fruit. Therefore, Star Kombucha Blueberry is the perfect choice for health as well as weight loss and beautiful skin.",,,,
"7Up Revive ,500ml",11000,VND,"REVIVE - Vietnam’s number one electrolyte drink, with the unique i-Hydr8 formula, superior, and supplemented with minerals (Na+, K+) and B-group vitamins (B3, B6, B12), helps with superior hydration, mineral replenishment, and energy restoration, bringing you back to an active and joyful life.",,,,
"7Up Revive Salted Lime ,390ml",10000,VND,"REVIVE - Vietnam’s number one electrolyte drink, with its unique i-Hydr8 formula, excels by supplementing essential minerals (Na+, K+) and B-group vitamins (B3, B6, B12). Revive not only helps reduce fatigue after exercise but also provides the necessary hydration and minerals for daily well-being. Revive salted lemon flavor enhances superior rehydration, mineral replenishment, and energy boost, bringing you back to an active and joyful state. Moreover, it contributes to enhancing focus, creativity, and work and study efficiency",,,,
"Tea+ Oolong Lemon ,450ml",10000,VND,"From the high-quality leaves of Oolong tea, a delightful and refreshing aroma is created. Oolong tea combines its characteristic freshness with the sweet and tangy flavor of lemon, resulting in a truly invigorating experience. Notably, Oolong tea contains polyphenols that can activate enzymes to break down fats, reduce cholesterol, and enhance cardiovascular health. Tea Plus, the tea product, also promotes alertness, provides relief from heat, quenches thirst, and supports digestive health. Additionally, it contributes to strong hair and helps stabilize blood sugar levels",,,,Oolong
"Tea+ Oolong No Sugar ,450ml",10000,VND,"The high-quality tea leaves create the delicious and refreshing flavor characteristic of oolong tea. Specifically, this product is sugar-free, making it suitable for those avoiding sugar and wanting to improve their health. It also contains OTPP, which limits fat absorption for a tasty and gentle experience.",,,,
"Good Mood Yoghurt ,450ml",9000,VND,"The unique bottled drink product from the Good Mood brand is a delightful blend of yogurt and refreshing beverage. Good Mood’s 455ml yogurt-flavored drink is a harmonious fusion of yogurt and daily hydration, providing a gentle and natural taste that invigorates the spirit. In addition to replenishing the body with water, this yogurt-flavored drink makes it easier for users to consume more. As a result, it optimally supports users in maintaining physical health and keeping their spirits fresh every day",,,,
Lipton Ice Tea Peach Pet (500ml),0,VND,"Get ready for a delicious peach flavour hit with Lipton Peach Ice Tea, a Lipton Ice Tea favourite! Lipton Peach Tea is made with quality black Lipton Tea for a taste that will delight your taste buds and leave you feeling cool and refreshed.",,,,
Lipton Ice Tea Lemon Pet (1.5L),0,VND,A brilliant taste for a brighter day. Lipton’s expert mixologist has crafted a delicious blend of Lipton Iced Tea Mix with Lemon flavor to make the most refreshingly delicious iced tea for you and your family. Our Iced Tea Mixes are brewed from real leaves so the taste is always satisfying.,,,,
Mont Blanc Mineral Water Pet (1L),0,VND,"On the majestic and preserved site of Mont Blanc, naturally finds its origin, pure and authentic water: Mont Blanc natural mineral water. Weakly mineralized, Mont Blanc natural mineral water is recommended for feeding infants and is suitable for a low- sodium diet .",,,,
Lipton Ice Tea Liptonic Pet (1.5L),0,VND,The original recipe for Lipton sparkling iced tea.Refreshing carbonated drink with lime flavored tea extracts.,,,,
Schweppes Indian Tonic Light Pet (1.5L),0,VND,"SCHWEPPES TONIC WATER began in 1783 as the world's original soft drink. Its founder, Jacob Schweppe, was drawn to the new art of carbonating beverages, so he refined and patented his own process of creating mineral water.",,,,
Powerade Cherry Flavour Pet (500ml),0,VND,"With vitamin B6 to help unlock your energy. Vitamin B6 contributes to normal energy metabolism Hydrates & Replenishes
 Carbohydrate-electrolyte solutions enhance the absorption of water during physical exercise. Helps you go for longer
 Carbohydrate- electrolyte solutions contribute to maintenance of endurance performance during prolonged exercise",,,,
Ama Time Organic Apple Juice (300ml),0,VND,"AMA TIME is the purest fruit juice with no pesticides, herbicides,
Artificial fertilizers in the best environmental conditions come from Chile",,,,Chile
Ama Time Organic Apple & Pear Juice (300ml),0,VND,"AMA TIME is the purest fruit juice with no pesticides, herbicides,
 Artificial fertilizers in the best environmental conditions come from Chile.",,,,Chile
Ama Time Organic Apple & Mango Juice (300ml),0,VND,"AMA TIME is the purest fruit juice with no pesticides, herbicides,
Artificial fertilizers in the best environmental conditions come from Chile",,,,Chile
Ama Time Organic Apple & Blueberry Juice (300ml),0,VND,"AMA TIME is the purest fruit juice with no pesticides, herbicides,
Artificial fertilizers in the best environmental conditions come from Chile.",,,,Chile
My Café Latte Mild (220ml),0,VND,"My Café Latte Mild is a food imported from Korea, is a drink favored by young Koreans and other countries and rated as Korea's No. 1 coffee. The main ingredient of the product is premium pure fresh milk, and coffee is extracted from Cafe Mocha Espresso, low coffee content, so it will be completely suitable for the fans. tune. Young women who prefer light coffee or latte. Innovative packaging design, with attached straw is extremely convenient. Products are kept at cold temperatures from production to consumers, so the product always brings freshness and scent when used.",,,,Korea
My Café Latte Jeju Green tea (220ml),0,VND,"My Café Latte Jeju Green tea is a food imported from Korea, is a drink favored by young Koreans and other countries and rated as Korea's No. 1 coffee. The main ingredient of the product is premium pure fresh milk, and coffee is extracted from Cafe Mocha Espresso, low coffee content, so it will be completely suitable for the fans. tune. Young women who prefer light coffee or latte. Innovative packaging design, with attached straw is extremely convenient. Products are kept at cold temperatures from production to consumers, so the product always brings freshness and scent when used.",,,,Korea
My Café Latte Begium Chocolate (220ml),0,VND,"My Café Latte Begium Chocolate is a food imported from Korea, is a drink favored by young Koreans and other countries and rated as Korea's No. 1 coffee. The main ingredient of the product is premium pure fresh milk, and coffee is extracted from Cafe Mocha Espresso, low coffee content, so it will be completely suitable for the fans. tune. Young women who prefer light coffee or latte. Innovative packaging design, with attached straw is extremely convenient. Products are kept at cold temperatures from production to consumers, so the product always brings freshness and scent when used.",,,,Korea
My Café Latte Caramel Macchiato (220ml),45000,VND,"My Café Latte Caramel Macchiato is a food imported from Korea, is a drink favored by young Koreans and other countries and rated as Korea's No. 1 coffee. The main ingredient of the product is premium pure fresh milk, and coffee is extracted from Cafe Mocha Espresso, low coffee content, so it will be completely suitable for the fans. tune. Young women who prefer light coffee or latte. Innovative packaging design, with attached straw is extremely convenient. Products are kept at cold temperatures from production to consumers, so the product always brings freshness and scent when used.",,,,Korea
Georgia's Organic Natural Pure Beetroot (300ml),73000,VND,"Georgia's Natural juices use 100% fresh fruit grown and produced according to European standards, USDA ORGANIC certified. Succulent cherries are grown in Georgia's organic gardens in the safest and most natural environment. To ensure natural quality, all Georgia's Natural juices are produced only in accordance with the season of each fruit and vegetable.

Using modern cold-Pressed technology helps to keep nutrients from fresh organic vegetables and fruits clean without losing enzymes and nutrients. The cold pressing technology minimizes the oxidation process, does not reduce the quality of the product. The juice will always be fresh, rich in nutrients, with completely natural flavors and colors.

Highlights:
- Free From Gluten
- Free From Casein
- Free From Fat
- Free From GMO
- Free From Stabiliers
- No added sugar
- No added water
- No preservatives
- No  flavoring
- No Colouring",,,,Georgia
Coca Cola Plus Foshu Sleek Can (320ml),13000,VND,Coca Cola Plus Foshu Sleek Can (320ml),,,,
Aquarius Zero Bottle (390ml),9000,VND,Aquarius Isotonic Zero Bottle (390ml),,,,
Lady Kombucha Turmeric (250ml),0,VND,"Lady Kombucha - handcrafted tea help you provide a significant living probiotics for your gut. We combine the raw kombucha with natural cold-pressed herbs, and vegetables to flavoured the kombucha and bring you more health benefits and nutrition values. The products is perseverance, gluten, and chemical carbonation FREE",,,,
Lady Kombucha Gingerbeet (250ml),74000,VND,"Lady Kombucha - handcrafted tea help you provide a significant living probiotics for your gut. We combine the raw kombucha with natural cold-pressed herbs, and vegetables to flavoured the kombucha and bring you more health benefits and nutrition values. The products is perseverance, gluten, and chemical carbonation FREE",,,,
Lady Kombucha Spirulina (250ml),74000,VND,"Lady Kombucha - handcrafted tea help you provide a significant living probiotics for your gut. We combine the raw kombucha with natural cold-pressed herbs, and vegetables to flavoured the kombucha and bring you more health benefits and nutrition values. The products is perseverance, gluten, and chemical carbonation FREE",,,,
Tuborg Beer Can (330ml),0,VND,"- After taste of sweet - bitter balance, bringing a refreshing feeling.
- Tuborg brings the spirit of ""Open to More"", ready for experience, encouraging consumers to open up and accept more new experiences.",,,,
Huda Beer Can (330ml),13000,VND,"Being a symbol of the Heartland with proven quality for nearly 30 years, Huda makes people feel proud of being a part of Heartland. The good quality of the beer also caused Huda to win a lot of medals and awards in international competitions. Huda is now available as both canned and bottled.",,,,Lot
San Miguel Lychee Beer Can 3% (330ml),19000,VND,"The light yellow beer is smooth, easy to drink, evokes a fresh and fruity beer with a distinct lychee flavor, sweet and delicate, with 3-degree alcohol content.",,,,San Miguel
Pepsi Black Zero Calories Can (320ml),10000,VND,"Pepsi is a popular carbonated soft drink brand known worldwide for its refreshing and delicious taste. Pepsi Zero Sugar, in a 320ml can with ample carbonation, can help revitalize you, alleviating fatigue and stress. This calorie-free beverage is a healthy choice. Its elegant matte packaging is a first in the carbonated beverage industry, making it convenient for parties and outdoor events.",,,,
"Pepsi Black Lime Zero Calories Can ,320ml",10000,VND,"The harmonious combination of refreshing lemon flavor, cooling sensation, and the feeling of vitality is good for your health. Pepsi’s zero-calorie lemon-flavored soft drink in a 320ml can is extremely suitable for those who enjoy soft drinks but still want to maintain a healthy and low-sugar lifestyle. This high-quality product from Pepsi comes in a luxurious matte finish can design, which is a first in the carbonated beverage industry, making it easy for you to store and carry the product during parties or outdoor trips",,,,Store
Pasteur Street Pomelo IPA Can 330ml,0,VND,"For this IPA, we  have added a massive amount of fresh Pomelo juice to complement the natural hoppiness of the style. The Pomelo addition lightens the bitterness that you would usually find in an IPA, allowing the hops and fruit to dance together in harmony and make for a refreshingly drinkable beer.",,,,Pomelo
Hepar Mineral Water Rich in Mg Pet (1L),0,VND,"It was discovered in 1873 by Louis Bouloumié, its exceptional richness in mineral salts including magnesium earned him at the time his fame.After a long journey in the heart of the Vosges Basin, the HÉPAR spring emerges 3 kilometers east of the town of Vittel.",,,,Vosges
Adelscott Beer 5.8% Bottle (330ml),144000,VND,"The ""beer au malt à whiskey"" is slightly smoky (6.6% vol.). The Scottish malt is smoked with peat - as usual in whiskey-making. Since its market launch in the early 1980s, Adelscott has long been more than a short-term beer for the scene.",,,,
Amsterdam Navigator Beer 8.0% Can (500ml),0,VND,A beer with intense flavor and fruity aromas.,,,,
3 Monts Beer 8.5% Bottle (750ml),318000,VND,"A refreshing ale with a strong character; its fruity taste comes from barley grown in the Nord department of France and its highly aromatic yeast, its bitterness from a specific variety of hops.",,,,France
La Goudale Beer 7.2% Bottle (750ml),305000,VND,"Its light taste of special malts, flavored with Flanders hops and its aromas of high fermentation, gives La Goudale all its character and balance.",,,,
Kronenbourg Akrobate Beer 4.2% Bottle (750ml),0,VND,"Kronenbourg beer offers a perfectly balanced fresh taste, fine bitterness and the subtlety of its fruity notes. The beer is made from selected barley, water drawn from the underground source below the brewery and hops. The result is a well-balanced brew with a smooth, well-rounded bitter note that is ideal for all occasions.",,,,750ml
Fischer Tradition Beer 6% (650ml),0,VND,"Blond beer with an intense taste of cereals, with hot malt notes and a light bitterness, Fischer Tradition is the fruit of the purest Alsatian brewing tradition. This beer is certified with its 100% Alsatian aromatic hops.",,,,
Amsterdarm Maximator Beer 11.6%  Can (500ml),239000,VND,A beer with a strong taste and caramel flavors.,,,,
Atlas Beer 7.2% Can (500ml),0,VND,"Made from pure water, subtle malts, flavourful hops and… centuries of Dutch brewing expertise. Well-known for its rich, robust and powerful taste.",,,,
Hoegaarden White Beer 4.9% Bottle (330ml),33000,VND,"Created by monks in 1445, Hoegaarden comes from the Belgian village of the same name, famous for its fine wheat fields. Unique unfiltered technique, creating a white, pure, smooth foam layer, when pouring out like clouds flowing smoothly.",,,,
Stella Artois Beer 5% Bottle (330ml),0,VND,"Originating in the heart of Europe - Belgium in 1926, Stella beer (meaning star in Latin) was first introduced for Christmas and is so loved that it has been produced year round ever since. The best-selling and carpeted beer in more than 80 countries around the globe.",,,,Belgium
Barr Irn Bru Diet Can (330ml),0,VND,"Barr's Irn Bru is a carbonated soft drink, made to an original secret recipe which from 1901 contained 32 flavours.",,,,
Barr Irn Bru Can (330ml),56000,VND,An indescribable brand with a phenomenal taste.,,,,
Bjorg Organic Carrot Juice (750ml),0,VND,"Rich in vitamin A, Bjorg carrot juice contributes to the health of your skin.",,,,
Ocean Spray Cranberry Classic (1L),155000,VND,Enjoy delicious refreshment on the go with the ocean spray cranberry classic juice drink. You can serve this cranberry juice ice cold for maximum refreshment.,,,,
TABASCO BLOODY MARY MIX 946ML,0,VND,"No Preservatives, No Artificial Flavors or Colours",,,,Tabasco
Le Fruit Orange Nectar (260ml),38000,VND,"LE FRUIT Orange Nectar is a progressive version of orange juice, which is changed to create a more suitable flavor for Vietnamese consumers.",,,,
Le Fruit Orange Juice (1L),85000,VND,"Orange juice is a popular drink for everyone, this juice boosts your immune system and assists in digestion as well. The taste of this drink will make you have a new experience of organce because of the freshness.",,,,
Le Fruit Multi Vitamins Nectar (260ml),37000,VND,"Pineapple is still the main ingredient in this product, then combined with Acerola Cherry and Passion Fruit to create a more diverse experience for consumers.",,,,
Le Fruit Orange Nectar (1L),67000,VND,"LE FRUIT Orange Nectar is a progressive version of orange juice, which is changed to create a more suitable flavor for Vietnamese consumers.",,,,
Le Fruit Multi Vitamins Nectar (1L),65000,VND,"Pineapple is still the main ingredient in this product, then combined with Acerola Cherry and Passion Fruit to create a more diverse experience for consumers.",,,,
Le Fruit Pineapple Juice (1L),67000,VND,Pineapple juice is one of the most favorite products of LE FRUIT. No surprise when it frequently tops the list of best sellers because of the juicy taste.,,,,
Le Fruit Passion Fruit Nectar (1L),68000,VND,Passion Fruit Nectar is the pride of Le Fruit because of the unique flavor. No surprise when it frequently tops the list of best sellers because of the featured taste.,,,,
Le Fruit Lime Juice (1L),126000,VND,"The Pure Lime Juice is a special ingredient for Barista and Bartender in the hotel – restaurant – coffee shop. You can use Pure Lime Juice instead of lemon, then you can save your time but still have the same quality.",,,,
San Pellegrino Btl (750ml),64000,VND,"From the thermal spring in the foothills of the Italian Alps.
Perfectly brilliant, it distinguishes itself by it's fine bubbles and subtle mineral aromas. It tingling freshness and moderate acidity leaves a pleasing sensation of fragrant freshness. S.Pellegrino is found on the best tables in over 120 countries around the world.",,,,Alps
