name,price,currency,description,ingredients,instruction_for_use,storage_instructions,country,quantity_value,quantity_unit
Woongjin Cocomong Apple Juice 200ml,18000,VND,"Cocomong Apple Yogurt Flavored Children's Probiotic Juice 200ml is a best-selling product in the bottled water market in Korea. Cocomong Children's Probiotic Juice Apple Yogurt Flavor 200ml also helps to increase the body's physical health, brings more energy in the body, and helps the body recover quickly and supple.","Purified water, 0.6% skimmed milk powder, Apple juice concentrate 0.572%, apple juice 4%, emulsifier dextrin E1400, antioxidant citric acid, synthetic flavoring (green apple flavor), Soy polysaccharides , mixture (purified water, silicon resin, emulsifier Sodium Carboxymethylcellulose E466). Powder for culture of 10 billion milk bacteria LP-5273 (Lactobacilus pantaum 10%) 0.005%, sweetener Steviol glycoside E960a, containing milk, soybean.","Used to drink directly. After opening the bottle, it is best to use up within 48 hours. To a dry, cool place. Avoid direct sunlight","Store in a cool place, avoid direct sunlight and do not freeze. After opening, keep refrigerated and use quickly.",Korea,200,ml
Woongjin Cocomong Peach Juice 200ml,18000,VND,"Cocomong Children's Probiotic Juice Peach Yogurt Flavor 200ml is a best-selling product in the bottled water market in Korea. Cocomong Children's Probiotic Fruit Juice Peach Yogurt Flavor 200ml also helps increase the body's physical health, brings more energy in the body, and helps the body recover quickly and supple.","Purified water, sugar, peach juice concentrate 4%, peach juice 4%, skimmed milk powder 0.6%, emulsifier dextrin E1400, antioxidant citric acid E330, synthetic flavoring (peach flavor), Pea polysaccharide soy, mixture (purified water, silicon resin, emulsifier Sodium Carboxymethylcellulose E466), 10 billion milk bacteria culture powder LP-5273 (Lactobacilus pantaum10%) 0.005%, sweetener Steviol glycoside E960a, contains peach, milk, Soybean.","Used to drink directly. After opening the bottle, it is best to use up within 48 hours. To a dry, cool place. Avoid direct sunlight","Store in a cool place, avoid direct sunlight and do not freeze. After opening, keep refrigerated and use quickly.",Korea,200,ml
"Aquafina Pure Water Bottle ,5L",0,VND,"Aquafina, a brand of purified water, originates from underground water sources. It undergoes a rigorous process of filtration and purification. This process includes reverse osmosis (RO) and other filtration methods. Through these steps, impurities like chlorine, salt, and other substances that affect the taste of water are effectively removed. Each bottle of Aquafina is produced at one of our water purification centers, ensuring consistent purity and a perfect taste experience, regardless of where you purchase it","Aquafina is pure drinking water treated through reverse osmosis and Ozone systems, sterilized by ultraviolet rays.",Drink directly,"Store in a cool, dry place,avoid direct sunlight, strong odors, and chemicals.",Aquafina,5,L
Woongjin Woongjin Nature's Yogurt Apple Drink 1.5L,64000,VND,"Woongjin Group's Apple-flavored probiotic fruit juice is a famous super product of Korea's No. 1 juice tycoon. It is a natural drink that is fresh, sour - sweet, and perfectly combined with aroma. The fruit's mildness and taste are better when refrigerated. Each bottle of apple probiotic contains Probiotics Lactobacillus (patented Lactic Acid) to help strengthen intestinal immunity, improve digestive system health. Reduces the risk of stomach ulcers, flatulence, indigestion..","Purified water, sugar, skimmed milk powder (USA), apple concentrate 0.572% (Chile), emulsifier dextrin, antioxidant citric acid E330, synthetic flavor (apple flavor). Soybean polysaccharide (made in Japan), Gardenia yellow natural color, mixed preparations (turmeric natural color, Gardenia green natural color, ethyl alcohol), Mixed preparations (water, silicone agent, emulsifier) INS 491, Sodium Carbonxymethycelulose), 10 billion lactic acid bacteria EF-2001 (Enterococcus Eaecalis 0.14%) 0.005%, fermented rutin, sweetener steviol glycoside E960a. Product contains milk, soy.","Drink directly, more delicious when drinking cold.","Store in a cool place, avoid direct sunlight and do not freeze. After opening, keep refrigerated and use quickly.",Chile,1.5,L
Woongjin Teazle Peach & Oolong Tea 500ml,36000,VND,"The new product ""TEAZLE"" is a handmade tea drink that blends a variety of quality tea leaves such as oolong tea, Assam black tea through careful selection and fruit with the concept of ""tea enjoyment"". Woongjin peach flavor 500ml is a refreshing combination of sweet peach aroma with oolong and black tea to bring a rich drink to help users feel refreshed and full of energy.","Purified water, Oolong tea blend extract 25% (China), Assam black tea from India, fructose, sugar, peach concentrate extract 0.206% (Israel), citric acid antioxidant E330, flavor synthetic (peach flavor), antioxidant vitamin C ascorbic acid E300, black tea extract powder (India), acidity regulator Sodium citrate E331(i). Contains peaches.","Drink directly, more delicious when drinking cold.","Store in a cool place, avoid direct sunlight and do not freeze. After opening, keep refrigerated and use quickly.",Israel,500,ml
LEC Ginger beer 200ml,60000,VND,"A precise balance of steeped ginger root, background notes of spice and a distilled essence of hops. A wonderful combination with vodka, dark rum, bourbon, or try with añejo tequila for a twist.","Sparkling Water, Pure Fructose, Flavourings (Natural Ginger Flavouring with other Natural Flavourings, Ginger and Hop Distillates), Ginger Juice (0.3%), Acid (Citric Acid), Stabiliser (Pectin), Lemon Juice from Concentrate.","Use directly without heat treatment, taste better when it's cold. It is the perfect partner for cocktails and drink recipes.
Warning: Do not freeze the product before opening. Do not use the product beyond the expiry date.","Product must be protected against excessive exposure to light to prevent
the loss of quinine.",Concentrate,200,ml
Rauch Pineapple Glass 200ml,53000,VND,"Rauch is a premium fruit juice brand From Austria & now is one of the leading fruit juice company in Europe with more than 100 years of history.
  - Top-quality with the highest fruit content as much as possible.
  - Fresh fruit taste, less sugar & vegan certified. 
  - Supply Vitamins for your body.
  - Premium iconic glass bottle with perfect portion to enjoy.
  - Wide range of flavors from common to exotic ones.",100% Pineapple Juice from concentrate - Nutritional ingredients: Energy 54 kcal; Fat 0.1 g; Carbohydrates 12.3 g; Protein 0.4 g; Salt 0.003 g.,"Use directly, more delicious when used cold - Warning: Do not use the product after the expiry date",Store in a cool and dry place,Austria,200,ml
LEC Ginger ale 200ml,60000,VND,"With its sweetly sparkling finish, and a touch of natural caramel to achieve a pleasing, honeyed colour, this aperitif is just as delicious unmixed as when paired with a top-tier spirit.
The artfully composed layers of our Delicate Ginger Ale include a soft liquorice flavour, which is derived from distilled anise essence, to deliver a superbly rounded and adaptable taste profile.","Sparkling Water, Pure Fructose, Flavourings (Natural Ginger Flavourings, Natural Flavourings, Aniseed Distillate), Acid (Citric Acid), Natural Colour (Plain Caramel).","Use directly without heat treatment, taste better when it's cold. It is the perfect partner for cocktails and drink recipes.
Warning: Do not freeze the product before opening. Do not use the product beyond the expiry date.","Product must be protected against excessive exposure to light to prevent
the loss of quinine.",,200,ml
Rauch - Happy Day Cranberry 1L,0,VND,"Rauch is a premium fruit juice brand From Austria & now is one of the leading fruit juice company in Europe with more than 100 years of history.
  Rauch - Happy Day stands for a unique taste experience of highest quality. The wide range of product take you through a joyride of different flavors. From classics like Orange or Apple to exotic one like Pink Guava, Strawbery, Cherry, Cranberry. Rauch - Happy Day is also carries V-label & 100% vegan.","Water, 25% cranberry juice partly from concentrate, sugar, 5% apple juice from concentrate, elderberry juice concentrate, vitamin C, acid: citric acid. - Nutritional ingredients: Energy 43 kcal; Fat < 0.5 g; Carbohydrates 9.8 g; Protein < 0.5 g; Salt < 0.01 g.","Use directly, more delicious when used cold - Warning: Do not use the product after the expiry date",Store in a cool and dry place,Austria,1,L
Fiji Natural Mineral Water (330ml),29000,VND,"Fiji's distinctive taste has been established over the years. It takes a long time for tropical rains to seep through ancient volcanic rocks and absorb natural silica, the mineral that makes Fiji's signature soothing taste. The water sourced from the groundwater circuit is deep in the ground, Fiji water is not affected by humans, until the customer opens the lid.",100% natural mineral water in Fiji Island Nation,"In the island nation of Fiji, rainwater slowly penetrates volcanic rocks over hundreds of years, bringing with it the minerals necessary for life to create a unique fresh flavor for FIJI drinking water. The water source is exploited from the aerine deep in the ground, where the water is protected from the external environment. A natural drinking water formation process is expected",A cool place away from the sun.,Fiji,330,ml
Hoegaarden Peach Beer Can (500ml),38000,VND,"Brewed with unique & finest ingredients: 1st wheat beer with real juice/ peach juice.
Taste that everyone loves: refreshing with crispy, mellow taste of peach; very low bitterness.","Water, malt, wheat, sugar, mixed fruit juice concentrate (peach juice, carrot juice), acidity regulator (citric acid 330), houblon flower, coriander seed, orange peel, artificial sweetener (acesulfam potassium 950)",Best in cold,"Store at room temperature, in a cool, dry place.",,500,ml
Budweiser Beer 5% Sleek Can (330ml),20000,VND,"Budweiser is a medium-bodied, flavorful, crisp lager. Brewed with the best barley malt and a blend of premium hop varieties.","Water, malt, rice, hops",Best in cold,"Store at room temperature, in a cool, dry place.",,330,ml
Budweiser Budvar Dark Beer Can (500ml),0,VND,"Budweiser is a medium-bodied, flavorful, crisp lager. Brewed with the best barley malt and a blend of premium hop varieties.","Water, malt, rice, hops",Best in cold,"Store at room temperature, in a cool, dry place, avoid direct light.",,500,ml
Tiger Beer Festive Can 5% (330ml),0,VND,"The product, also known as Silver Tiger beer, is produced by the Cold Suspension process that cools down to -1 degrees. 24 cans of Tiger Crystal beer 330ml with specially refined hops, keeping the perfect taste of beer. Commitment to genuine beer, quality and safety","Water, barley, hops","Drink directly in the can or pour into a glass, better when served cold, best at 10°C – 15°C.","Store in a cool, dry place, away from sunlight.",,330,ml
Pelforth Beer Brown 6.5% Bottle (250ml),0,VND,"The brown Pelforth beer emits smells of burnt caramel and roasted malt. On the palate, it reveals a slight bitterness covered by the taste of caramel and the strong malting, which gives a lot of body to this sweet beer.","Water, barley malt, aromatic caramel, hop extracts",SERVE AS FRESH. Complementary between beer and salted foods,"Store in a cool, dry place.",Lot,250,ml
Perrier & Juice Lemon & Guava 25cl Slimcan,0,VND,"Perrier & Juice - Peach & Cherry - is a tasty mix of fruit juices. Made up on average of 80% Perrier's carbonated mineral water, 15% of fruit juice, a dash of natural flavors, sugar and of course a splash of extraordinaire, Perrier & Juice offers a healthy alternative to carbonated soft drinks.","carbonated mineral water 80%, fruit juice 15% (apple 6%, lemon 5%,guava 4%), other flavor- Nutritional ingredients: Per 100ml
  Energy 56kJ/13kcal
  Fat 0g
  Of whitch Saturates 0g
  Carbonhydrate 2.8g
  Of which Sugars 2.8g
  Fibre 0g
  Protein 0g
  Sodium 0g",Use directly- Warning: Do not use after expiration date,Store in a cool and dry place,,,
Mathieu Teisseire Syrup Hibiscus 70cl,250000,VND,"The showy, trumpet-shaped flowers of the hibiscus come in a huge range of colours, including white, yellow, orange, pink, red and purple.
Mathieu Teisseire Syrup is perfectly crafted to elevate the taste of any refreshing drink, coffee, tea, mocktail, cocktail, sauce or dessert,…","Glucose-fructose syrup, water, natural hibiscus flavouring, natural flavourings, acid: citric acid, hibiscus extract, preservative: E202.","Add 1 part of syrup to 7 parts of drink to flavour, then adjust to your taste<div>Warning: Do not use the product beyond the expiry date.</div>","Preferably in a dry and cool place, away from a heat and light sources",,,
SAPPORO PREMIUM BEER 5% 500ml,30000,VND,"NEW Sapporo Premium Beer 500ml – more capacity, more enjoyment choices for you. The appearance of the new can is luxurious, with the highlight being a fresh beer glass printed on the can and the smooth taste that meets all 3 Enjoyment Standards of premium beer. This promises to be a great companion for every moment of your enjoyment.","Water, Malt, Cereals, Hops.","More delicious when cold drink
Under 18 years of age must not use alcohol
Do not drive while using alcohol","Store in a cool, dry place away from sunlight",,500,ml
Choya Jyuku Rich Umeshu  10% (720ml),800000,VND,"100%NATURAL without artificial ingredients,
 No flavorings, No acidulants, No colorings.
 It was follow a traditional method of 
production  – a home-made style umeshu.
Made with Japanese ume, sugar, cane spirit, brandy 
It was use only extra ripen fruit to create this special umeshu. Then we carefully and patiently age it to achieve a very intense and rich taste. The addition of French brandy to this blend results in even extra mellowness.
Original Choya with the traditional home makes style. This all natural and non-preservative drink is refreshing with well balanced of sweetness and acidity. Best to serve on the rock. 
Aging: at least 1 year
Alcohol: 10% alc./vol","Japanese ume, sugar, cane spirit, brandy","Rich taste of ripen fruit.
 Notes of brandy are very mellow.  
To be enjoy chilled, on-the-rocks, mixed with soda or hot water. 
When you are tired, you want to relax,     you want to enjoy with friends
 Before  as an aperitif,    sleeping.
After as a digestive,  with dessert.
Umeshu is a liqueur designed to be enjoyed casually, and it can be drunk in a variety of ways: 
Simply chill and pour into a cold glass. Enjoy the pure taste of Umeshu made from 100% Japanese ume.
 Just pour over ice. A very popular way to drink Umeshu.
Mix Umeshu with hot water to warm yourself up in winter.
Mix the CHOYA and soda, gin, lime juice.... into a cocktail shaker, and fill with ice cubes Shake well then strain into a martini glass.","Indulge yourself in this special Umeshu infused with the best Japanese green tea from the Uji region in Kyoto. Using our special coldly-brewed-for-aroma method to bring out the best of the Uji tea, enjoy the elegant taste and the relaxing aroma of this unique drink. Serve it cold on-the-rocks or warm it up, excellent to pair with food.",720ml,720,ml
Choya Kokuto Umeshu 15% (720ml),800000,VND,"100%NATURAL without artificial ingredients,
 No flavorings, No acidulants, No colorings.
 It was follow a traditional method of 
production  – a home-made style umeshu.
Made with  dark rum, ume fruit, black sugar, cane spirit . Created especially for dark rum lovers who want to appreciate both the mellow taste of the dark rum and the goodness of the traditional Japanese Umeshu, a liqueur made from ume fruit. 
Original Choya with the traditional home makes style. This all natural and non-preservative drink is refreshing with well balanced of sweetness and acidity. Best to serve on the rock. 
Aging: at least 1 year
Alcohol: 15% alc./vol","dark rum, ume fruit, black sugar, cane spirit","When you are tired, you want to relax,     you want to enjoy with friends
 Before  as an aperitif,    sleeping.
After as a digestive,  with dessert.
Umeshu is a liqueur designed to be enjoyed casually, and it can be drunk in a variety of ways: 
Simply chill and pour into a cold glass. Enjoy the pure taste of Umeshu made from 100% Japanese ume.
 Just pour over ice. A very popular way to drink Umeshu.
Mix Umeshu with hot water to warm yourself up in winter.
Mix the CHOYA and soda, gin, lime juice.... into a cocktail shaker, and fill with ice cubes Shake well then strain into a martini glass.","Indulge yourself in this special Umeshu infused with the best Japanese green tea from the Uji region in Kyoto. Using our special coldly-brewed-for-aroma method to bring out the best of the Uji tea, enjoy the elegant taste and the relaxing aroma of this unique drink. Serve it cold on-the-rocks or warm it up, excellent to pair with food.",720ml,720,ml
Dalat Berries Hard Apple Cider 4.6% Bottle (330ml),34000,VND,"Da Lat is famous for its plentiful fields of berries and we've crafted this cider using all natural mulberries, raspberries, and strawberries for a burst of berry
flavors and aroma.","100% Natural, No artificial chemicals, coloring or flavors.",Pairing with: BBQ & seafood,"Store at room temperature, in a cool, dry place.",,330,ml
Dalat Hard Apple Cider 4.6% Bottle (330ml),34000,VND,"A smooth, delicate and refreshing hard apple cider for any occasion. This pure cider does not use artificial chemicals, coloring or flavors.","100% Natural, No artificial chemicals, coloring or flavors.",Pairing with: BBQ & seafood,"Store at room temperature, in a cool, dry place.",,330,ml
Choya Uji Green tea Umeshu 7.5% (720ml),650000,VND,"100%NATURAL without artificial ingredients,
 No flavorings, No acidulants, No colorings.
 It was follow a traditional method of 
production  – a home-made style umeshu.
Made with  ume fruit, sugar, cane spirit, uji tea (Kyoto), Vitamin C 
Original Choya with the traditional home makes style. This all natural and non-preservative drink is refreshing with well balanced of sweetness and acidity. Best to serve on the rock. 
Aging: at least 1 year
Alcohol: 15% alc./vol","Ume fruit, sugar, cane spirit, uji tea (Kyoto), Vitamin C
 Infusion of Umeshu with the best Japanese tea  
Premium tea leaves from Uji region in Kyoto 
 Japanese style label","Indulge yourself in this special Umeshu infused with the best Japanese green tea from the Uji region in Kyoto. Using our special coldly-brewed-for-aroma method to bring out the best of the Uji tea, enjoy the elegant taste and the relaxing aroma of this unique drink. Serve it cold on-the-rocks or warm it up, excellent to pair with food.","Indulge yourself in this special Umeshu infused with the best Japanese green tea from the Uji region in Kyoto. Using our special coldly-brewed-for-aroma method to bring out the best of the Uji tea, enjoy the elegant taste and the relaxing aroma of this unique drink. Serve it cold on-the-rocks or warm it up, excellent to pair with food.",Kyoto,720,ml
Pocari Sweat Ion Supply Drink Can(330ml),13000,VND,"POCARI SWEAT is a healthy drink by replenishing water and ion which body consumes every day. With the correct water and ion content, POCARI SWEAT provides quick and exactly what the body needs. When it comes to rehydration, POCARI SWEAT helps quenche the thirsty, which is the right choice for health.","Water, sugar, flavorings, citric acid, sodium citrate, sodium chloride, potassium chloride, DL-macid acid, calcium lactate, glucono-delta-lactone, magnesium carbonate, vitamin C","Better when drink in chilled condition
Drink promptly after opening","Refrigerate after opening
Storage at a dry, cool place, avoid direct sun
Caution: Freezing may damage this container causing contents to leak",Delta,330,ml
Zevia Sweetened Black Tea Organic (355ml),0,VND,"Zevia Organic Black Tea Raspberry combines fragrant Fair Trade Certified black tea leaves with a delicious hit of fresh raspberries. We sweeten our teas with organic stevia leaf instead of sugar, so they're always zero calorie, sugar free, and the healthier choice. Created with clean ingredients and absolutely nothing artificial, Zevia Organic Teas are a boldly better choice.","Organic Brewed Black Tea (Purified Water, Fair Trade Organic Black Tea),Organic Stevia Leaf Extract,Organic Natural Flavors,Citric Acid",Add more flavor into your tea time without the sugar or calories!,"store in a cool, dry place, away from sunlight.",,355,ml
Dalat Pineapple Hard Apple Cider 4.6% Bottle (330ml),34000,VND,"Utilizing the bounty of Vietnam fruits, we have proudly made a cider with beautifully ripe Vietnamese pineapples for an unforgettably addictive addition to our cider family.","100% Natural, No artificial chemicals, coloring or flavors.",Pairing with: BBQ & seafood,"Store at room temperature, in a cool, dry place.",Vietnam,330,ml
Zevia Hibicus Passion Tea Organic (355ml),142000,VND,"Sweet dreams are made of tea, so we created a tea that anyone could enjoy, anytime, from morning to night. That's where our Zevia Caffeine Free Organic Hibiscus Tea Passionfruit comes in. A tea that hits all the right notes of fruity and refreshing, our Hibiscus Tea is brewed with Fair Trade Certified organic tea leaves and sweetened with pure stevia leaf extract. Transport yourself with just one sip!","Organic Brewed Hibiscus Herbal Tea (purified Water, Organic Hibiscus Herbal Tea), Organic Natural Flavors, Organic Stevia Leaf Extract.","enjoy, anytime, from morning to night.","store in a cool, dry place, away from sunlight.",,355,ml
Zevia Sweetened Green Tea Organic (355ml),142000,VND,"Whether it's first thing in the morning, with your lunch, or before your workout, Zevia Organic Green Tea is a gentle pick-me-up for any time of day. Crisp and clean tasting, our Zevia Organic Green Tea is brewed to perfection with Fair Trade Certified green tea leaves. Sweetened with organic stevia leaf extract, there's never any sugar or artificial ingredients in Zevia Organic Tea.","Organic Brewed Green Tea (Purified Water, Organic Green Tea), Citric Acid, Organic Natural Flavors, Organic Stevia Leaf Extract","Whether it's first thing in the morning, with your lunch, or before your workout, Zevia Organic Green Tea is a gentle pick-me-up for any time of day.","store in a cool, dry place, away from sunlight.",,355,ml
Zevia Earl Grey Blood Orange Tea Org (355ml),142000,VND,"Zevia Organic Earl Grey Tea Blood Orange is the spiciest member of our Organic Tea family. Our Fair Trade Certified Earl Grey tea leaves, flavored with bergamot oil, are steeped to perfection with blood orange extract. Zevia Organic Earl Grey Tea Blood Orange is a flavor you'll be sure to remember, then reach for again. Zevia Organic Teas are the perfect complement to tea time, no matter what time that may be.","Organic Brewed Black Tea (purified Water, Organic Black Tea), Organic Natural Flavors, Citric Acid, Organic Stevia Leaf Extract.","Zevia Organic Teas are the perfect complement to tea time, no matter what time that may be.","store in a cool, dry place, away from sunlight.",Zevia,355,ml
Zevia Lemon Black Tea No Sugar Org (355ml),0,VND,"Simple, elegant, and fresh, tea + lemon is a totally classic combination. But even a classic can be improved upon. Our Zevia Organic Black Tea Lemon takes that classic to the next level. Brewed with Fair Trade Certified organic tea leaves and sweetened with organic stevia leaf extract, our calorie-free Zevia Organic Black Tea Lemon will perk you up and sweeten your day without a drop of sugar.","Organic Brewed Hibiscus Black Tea (Purified Water, Organic Black Tea), Organic Natural Flavors, Citric Acid, Organic Stevia Leaf Extract.",Enjoy this tea anytime of the day.,"store in a cool, dry place, away from sunlight.",Zevia,355,ml
Zevia Zero Cola (355ml),0,VND,"We knew we could make something better, so we did. The healthier alternative to conventional sodas and diet sodas, Zevia contains no artificial ingredients without sacrificing flavor. Sweetened with plant-derived stevia leaf extract and available in 14 delicious flavors, we're the naturally sweetened pop you and your family will crave. Always zero calories, zero sugar and no artificial sweeteners!","Carbonated water, stevia leaf extract, tartaric acid, natural flavours, caffeine, citric acid.",Grab a can to wake up your taste buds with this zero calorie & caffeine free diet cola.,"store in a cool, dry place, away from sunlight.",Zevia,355,ml
Zevia Zero Soda Lemon Lime Twist (355ml),0,VND,"Zevia Lemon Lime Twist is the epitome of refreshment, with a playful flavor that will satisfy all your citrusy needs. We’ve replicated a classic lemon lime flavor that you already love, re-creating it in true Zevia fashion as a better-for-you soda with a refreshing taste.","Carbonated water, stevia leaf extract, natural flavours, citric acid.","The healthier alternative to conventional sodas and diet sodas,","store in a cool, dry place, away from sunlight.",Zevia,355,ml
Zevia Zero Soda Orange (355ml),107000,VND,"Our Zevia Orange soda is clear in color and orange on flavor, which makes it perfect for everyone. Zevia’s Orange soda is like biting into your favorite piece of citrus. It’s the only naturally sweetened orange soda you should have. Kick those diet orange sodas to the curb and go with Zevia Orange - zero artificial sweeteners, zero sugar, zero calories, and zero artificial colors. It might just replace your morning drink.","Carbonated water, stevia leaf extract, natural flavours, citric acid.","Kick those diet orange sodas to the curb and go with Zevia Orange - zero artificial sweeteners, zero sugar, zero calories, and zero artificial colors. It might just replace your morning drink.","store in a cool, dry place, away from sunlight.",Zevia,355,ml
Zevia Zero Soda Ginger Ale (355ml),0,VND,"Zevia Ginger Ale is a sophisticated soda that has a little bite. Brilliantly refreshing in every sip, Zevia Ginger Ale will illuminate your taste buds with its pure ingredients. With a sweet blend of real ginger and citrus oils, this has a delicious taste with zero calories and no sugar.","Carbonated Water, Stevia Leaf Extract, Natural Flavors, Citric Acid.","enjoy this calorie-free, naturally flavored, effervescent soda.","store in a cool, dry place, away from sunlight.",Zevia,355,ml
Zevia Zero Soda Black Cherry (355ml),107000,VND,"Whether you're craving a burst of sweetness, a bubbly treat or a guilt-free drink for movie night, enjoy this calorie-free, naturally flavored, effervescent soda. Zevia's Black Cherry soda has the taste of juicy, ripe black cherries. This is caffeine-free soda that's full of flavor.","Carbonated water, Citric acid, Stevia leaf extract, Natural flavors","enjoy this calorie-free, naturally flavored, effervescent soda.","store in a cool, dry place, away from sunlight.",Zevia,355,ml
Zevia Zero Soda Dr Zevia (355ml),0,VND,"When you get a craving, indulge in the bold and unique taste of Dr. Zevia. It’s got a bit of spice, a dash of citrus, and a delicious, cherry fruity finish - overflowing with a variety of flavors that will quench just about any thirst.","Carbonated water, stevia leaf extract, tartaric acid, natural flavours, caffeine, citric acid.",Grab a can to wake up your taste buds with this zero calorie & caffeine free diet cola.,"store in a cool, dry place, away from sunlight.",,355,ml
Zevia Zero Soda Montain (355ml),0,VND,"Considered the rebel of the Zevia line, the bold citrus flavor in Mountain Zevia awakens your taste buds and breaks the mold. Our Mountain Zevia is naturally sweetened and packed with a citrus punch. It's a caffeinated pop of energy, done the better-for-you way. With zero artificial colors or sweeteners, Mountain Zevia will perk you up without letting you down or sacrificing any of the flavor that you crave. So if Mountain Zevia is a rebel, well, rebelling never tasted so good.","Carbonated water, stevia leaf extract, natural flavours, caffeine, citric acid.",Grab a can to wake up your taste buds with this zero calorie & caffeine free diet cola.,"store in a cool, dry place, away from sunlight.",Zevia,355,ml
Zevia Zero Soda Grapefruit Citrus (355ml),0,VND,"Some say Zevia Grapefruit Citrus is the most refreshing of all the Zevia flavors. All would say that the perfectly balanced ruby red grapefruit taste with a punch of lemon and lime will create a sparkly sensation in your mouth. So much better than those diet grapefruit sodas on the market, Zevia Grapefruit Citrus is naturally sweetened with stevia-leaf extract and flavored with clean ingredients you'd find in a regular kitchen.","Carbonated Water, Stevia Leaf Extract, Natural Flavors, Citric Acid.","You may give Grapefruit Citrus a try because of its colorful exterior and refreshing name, but it’s the feeling you get when drinking it that will have you coming back for more.","store in a cool, dry place, away from sunlight.",Zevia,355,ml
Zevia Zero Cream Soda (355ml),107000,VND,"Zevia Cream Soda is practically a dessert because of it's incredibly deep aroma and luscious taste. With hints of vanilla and butter, the flavor in Zevia Cream Soda can satisfy even the greatest sweet tooth. And since it's zero-calorie and sugar-free, you can make happy taste buds without upsetting the rest of your body.","Carbonated Water, Natural Flavors, Stevia Leaf Extract, Citric Acid.","the flavor in our Zevia Cream Soda can satisfy even the greatest sweet tooth, the natural way.","store in a cool, dry place, away from sunlight.",Zevia,355,ml
Zevia Zero Soda Strawberry (355ml),0,VND,"Zevia Strawberry soda is what we might call the perfect summer treat. Only it doesn't have to be summer and it definitely doesn't have to be a treat. Looking for an alternative to diet strawberry soda that doesn't have any harmful ingredients? Zevia Strawberry is the sweet, tangy, tart, and refreshing soda that’s perfect when you are looking for a little bold berry taste without the calories or artificial coloring. The clear color makes this berry soft drink a perfect beverage for kids, and the kids in all of us.","Carbonated Water, Natural Flavors, Stevia Leaf Extract, Citric Acid.","Enjoy great tasting Orange, Black Cherry, Grape and Strawberry.","store in a cool, dry place, away from sunlight.",,355,ml
Zevia Zero Soda Cherry (355ml),107000,VND,"Zevia Cherry Cola is the combination of delicious Bing cherry flavor and the popular cola, which has light citrusy notes. Nothing like those other diet colas, this is complex in flavor, easy to drink and sweetened with only stevia.","Carbonated water, Citric acid, Stevia leaf extract, Natural flavors","The healthier alternative to conventional sodas and diet sodas,","store in a cool, dry place, away from sunlight.",,355,ml
Waterloo Spakling Water Black Cherry (355ml),60000,VND,"Pure Essence of Muddy Fresh Cherries: Its rich, crisp flavor illuminates the taste buds with the perfect balance of sweet and tart; fast finish that does not persist. It is a great natural flavor replacement for sodas, teas, juices, even diet drinks.","Vapor-distilled Carbonated Water, Black cherry Flavors","It is a great natural flavor replacement for sodas, teas, juices, even diet drinks.","store in a cool, dry place, away from sunlight.",,355,ml
Waterloo Spakling Water Lime (355ml),60000,VND,"Full but light mouthfeel, with plenty of complex lime flavors at play; short but prevalent citrus and creamy finish.","Vapor-distilled Carbonated Water, Lime Flavors","It is a great natural flavor replacement for sodas, teas, juices, even diet drinks.","store in a cool, dry place, away from sunlight.",,355,ml
Waterloo Spakling Water Grape (355ml),60000,VND,"A subtle tart grape flavor, balanced with a crisp bubble finish. Everything you loved about grape soda without the guilt.","Purified Carbonated Water, Grapes Flavors","It's a great naturally flavored replacement for sodas, teas, juices, even diet drinks.","store in a cool, dry place, away from sunlight.",,355,ml
Waterloo Spakling Water Watermelon (355ml),60000,VND,"Sweet and summery aromatic: a balanced heart of watermelon flavor with a hint of lime in the background; real fruit finish that creates a very sessionable product. It's a great naturally flavored replacement for sodas, teas, juices, even diet drinks.","Purified Carbonated Water, watermelon flavor","It's a great naturally flavored replacement for sodas, teas, juices, even diet drinks.","store in a cool, dry place, away from sunlight.",,355,ml
Waterloo Spakling Water Strawberry (355ml),60000,VND,"Like a fresh bowl of strawberry: Flavor forward hit of fragrant strawberry with a sweet finish that keeps you coming back for more. It's a great naturally flavored replacement for sodas, teas, juices, even diet drinks.","Purified Carbonated Water, Strawberry flavors","It's a great naturally flavored replacement for sodas, teas, juices, even diet drinks.","store in a cool, dry place, away from sunlight.",,355,ml
Mr Fitzpatrick's No Added Sugar Dandelion & Burdock Cordial (500ml),0,VND,"We are Cocker Hoop about our No Added Sugar Dandelion & Burdock. The same great taste but with fewer calories! 
Dandelion & Burdock a timeless authentic classic drink with a rich mellow creamy finish made from a blend of lightly fermented roots.","Water, Stabiliser, Colour: (Caramel E150(d)), Stabiliser: (Glycerine), Dandelion Burdock flavour (0.4%), Preservatives: (Malic Acid, Potassium Sorbate), Sweeteners: (Sucralose (E955) and Acesulfame-K), Antioxidant: (Ascorbic Acid (Vitamin C)","Add still or sparkling water, use in your Sodastream or use as a mixer or cocktail base.",Store at dry and cool place,,500,ml
Vodka Ice Kube Original 40% (750ml),0,VND,"Made from ingredients such as potatoes, rye barley, sticky rice, regular rice or grains...combined together in harmonious proportions to create the special properties of wine.",Vodka,Drink directly or after chilling,"Store at room temperature, in a cool, dry place.",,750,ml
